Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Sleep_from_time,Sleep_to_time,total_sleep,logId,Minutes_Asleep,Minutes_Restless,Minutes_Awake,min_heart_rate,max_heart_rate,mean_heart_rate,Total Wear Time (Seconds),Total Wear Time (Minutes),Total Wear Time (Hours)
1624580081,2016-04-11,10000,6.5,6.5,0.0,0.0,0.0,6.5,0.0,0,0,172,1268,1469,,,,,,,,,,,,,
1624580081,2016-04-12,6627,4.30999994277954,4.30999994277954,0.0,0.0,0.0,4.30999994277954,0.0,0,0,89,604,706,,,,,,,,,,,,,
1644430081,2016-04-01,4636,3.41000008583069,3.41000008583069,0.0,0.0,0.779999971389771,2.59999990463257,0.0299999993294477,0,16,586,838,3323,,,,,,,,,,,,,
1644430081,2016-04-02,20237,14.710000038147,14.710000038147,0.0,2.5699999332428,6.40000009536743,5.73000001907349,0.0099999997764825,34,141,347,918,4029,,,,,,,,,,,,,
1644430081,2016-04-03,12912,9.40999984741211,9.40999984741211,0.0,4.82999992370605,0.769999980926514,3.78999996185303,0.0299999993294477,59,16,283,1082,3436,,,,,,,,,,,,,
1644430081,2016-04-04,2819,2.04999995231628,2.04999995231628,0.0,0.310000002384186,0.170000001788139,1.55999994277954,0.0099999997764825,4,4,87,1345,2444,,,,,,,,,,,,,
1644430081,2016-04-05,9921,7.21000003814697,7.21000003814697,0.0,0.340000003576279,1.51999998092651,5.3600001335144,0.0,5,35,219,1181,3098,,,,,,,,,,,,,
1644430081,2016-04-06,8046,5.84999990463257,5.84999990463257,0.0,1.28999996185303,2.11999988555908,2.45000004768372,0.0,18,41,137,1244,2925,,,,,,,,,,,,,
1644430081,2016-04-07,11166,8.11999988555908,8.11999988555908,0.0,0.209999993443489,2.41000008583069,5.5,0.0,3,58,230,1149,3202,,,,,,,,,,,,,
1644430081,2016-04-08,7842,5.69999980926514,5.69999980926514,0.0,0.479999989271164,2.41000008583069,2.80999994277954,0.0,7,43,161,1229,2928,,,,,,,,,,,,,
1644430081,2016-04-09,13840,10.0600004196167,10.0600004196167,0.0,1.30999994277954,3.72000002861023,5.03000020980835,0.0,18,81,192,1149,3290,,,,,,,,,,,,,
1644430081,2016-04-10,1329,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.970000028610229,0.0,0,0,35,207,489,,,,,,,,,,,,,
1844505072,2016-04-01,6847,4.53000020980835,4.53000020980835,0.0,0.610000014305115,0.370000004768372,3.54999995231628,0.0,9,9,251,1171,1969,,,,,,,,,,,,,
1844505072,2016-04-02,5367,3.54999995231628,3.54999995231628,0.0,0.0,0.0,3.54999995231628,0.0,0,0,263,1177,1889,,,,,,,,,,,,,
1844505072,2016-04-03,2841,1.87999999523163,1.87999999523163,0.0,0.0,0.0,1.87999999523163,0.0,0,0,136,1114,1636,20:50:00,23:59:00,190.0,11307034191.0,169.0,0.0,21.0,,,,,,
1844505072,2016-04-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,669,1347,00:00:00,12:50:00,771.0,11307034191.0,771.0,0.0,0.0,,,,,,
1844505072,2016-04-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,,,,,,,,
1844505072,2016-04-06,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1349,,,,,,,,,,,,,
1844505072,2016-04-07,6344,4.19000005722046,4.19000005722046,0.0,0.0,0.0,4.19000005722046,0.0,0,0,290,1150,1965,,,,,,,,,,,,,
1844505072,2016-04-08,5316,3.50999999046326,3.50999999046326,0.0,0.0,0.0,3.50999999046326,0.0,0,0,221,1219,1824,,,,,,,,,,,,,
1844505072,2016-04-09,4979,3.28999996185303,3.28999996185303,0.0,0.0,0.0,3.28999996185303,0.0,0,0,184,620,1807,13:24:00,23:59:00,636.0,11355174555.0,221.0,306.0,109.0,,,,,,
1844505072,2016-04-10,6556,4.34000015258789,4.34000015258789,0.0,0.0,0.0,4.32999992370605,0.0,0,0,305,810,1971,00:00:00,05:24:00,325.0,11355174555.0,277.0,38.0,10.0,,,,,,
1844505072,2016-04-11,5430,3.58999991416931,3.58999991416931,0.0,0.0,0.0,3.58999991416931,0.0,0,0,251,1189,1888,,,,,,,,,,,,,
1844505072,2016-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,426,399,,,,,,,,,,,,,
1927972279,2016-04-01,4317,2.99000000953674,2.99000000953674,0.0,0.0,0.370000004768372,2.61999988555908,0.0,0,11,192,854,2590,00:00:00,06:22:00,383.0,11277083346.0,369.0,14.0,0.0,,,,,,
1927972279,2016-04-02,5662,3.92000007629395,3.92000007629395,0.0,0.0,0.0,3.92000007629395,0.0,0,0,267,858,2783,02:41:00,07:55:00,315.0,11285724784.0,280.0,28.0,7.0,,,,,,
1927972279,2016-04-03,3198,2.21000003814697,2.21000003814697,0.0,0.0,0.0,2.21000003814697,0.0,0,0,146,1183,2449,22:09:00,23:59:00,111.0,11299903791.0,107.0,3.0,1.0,,,,,,
1927972279,2016-04-04,2352,1.62999999523163,1.62999999523163,0.0,0.0,0.0,1.62999999523163,0.0,0,0,128,829,2380,00:00:00,09:35:00,483.0,11299903791.0,465.0,18.0,0.0,,,,,,
1927972279,2016-04-05,2234,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0,0,108,912,2344,00:15:00,07:14:00,420.0,11312361705.0,393.0,23.0,4.0,,,,,,
1927972279,2016-04-06,1259,0.870000004768372,0.870000004768372,0.0,0.0,0.0,0.870000004768372,0.0,0,0,73,938,2202,00:12:30,07:20:30,429.0,11321559576.0,414.0,14.0,1.0,,,,,,
1927972279,2016-04-07,768,0.529999971389771,0.529999971389771,0.0,0.0,0.0,0.529999971389771,0.0,0,0,43,1397,2130,,,,,,,,,,,,,
1927972279,2016-04-08,519,0.360000014305115,0.360000014305115,0.0,0.0,0.0,0.360000014305115,0.0,0,0,34,1406,2088,,,,,,,,,,,,,
1927972279,2016-04-09,2523,1.75,1.75,0.0,0.0,0.370000004768372,1.37999999523163,0.0,0,9,134,1250,2443,23:13:00,23:59:00,47.0,11353175214.0,39.0,7.0,1.0,,,,,,
1927972279,2016-04-10,2105,1.46000003814697,1.46000003814697,0.0,0.0,0.0,1.46000003814697,0.0,0,0,139,805,2442,00:00:00,23:59:30,496.0,11353175214.0,479.0,14.0,3.0,,,,,,
1927972279,2016-04-11,1209,0.839999973773956,0.839999973773956,0.0,0.0,0.0,0.839999973773956,0.0,0,0,73,842,2255,00:00:30,23:59:00,525.0,11363661680.0,496.0,24.0,5.0,,,,,,
1927972279,2016-04-12,24,0.0199999995529652,0.0199999995529652,0.0,0.0,0.0,0.0199999995529652,0.0,0,0,3,161,942,00:00:00,14:12:00,651.0,11372414035.0,626.0,24.0,1.0,,,,,,
2022484408,2016-04-01,13603,9.60000038146973,9.60000038146973,0.0,5.46000003814697,0.629999995231628,3.50999999046326,0.0,72,16,213,1139,2645,,,,,,,,53.0,182.0,88.56391585760518,31990.0,533.1666666666666,08:53:10
2022484408,2016-04-02,5477,3.83999991416931,3.83999991416931,0.0,0.0,0.0,3.83999991416931,0.0,0,0,237,1203,2040,,,,,,,,49.0,103.0,72.0686845168801,37940.0,632.3333333333334,10:32:20
2022484408,2016-04-03,11144,7.82000017166138,7.82000017166138,0.0,1.78999996185303,0.889999985694885,5.1399998664856,0.0,25,22,279,1114,2395,,,,,,,,49.0,126.0,74.3982317893523,42775.0,712.9166666666666,11:52:55
2022484408,2016-04-04,15313,11.0,11.0,0.0,5.01999998092651,1.28999996185303,4.69000005722046,0.0,62,19,233,1126,2581,,,,,,,,54.0,150.0,78.29537214757944,39070.0,651.1666666666666,10:51:10
2022484408,2016-04-05,10805,7.59000015258789,7.59000015258789,0.0,0.720000028610229,0.980000019073486,5.8899998664856,0.0,36,37,298,1069,2735,,,,,,,,53.0,143.0,83.47432808155699,43945.0,732.4166666666666,12:12:25
2022484408,2016-04-06,15392,10.9300003051758,10.9300003051758,0.0,3.4300000667572,1.75,5.75,0.0,47,42,258,1093,2733,,,,,,,,56.0,152.0,82.72365038560412,43825.0,730.4166666666666,12:10:25
2022484408,2016-04-07,18247,13.8299999237061,13.8299999237061,0.0,7.1100001335144,2.21000003814697,4.51000022888184,0.0,72,62,252,1054,3021,,,,,,,,57.0,163.0,90.8515057113188,40535.0,675.5833333333334,11:15:35
2022484408,2016-04-08,13023,9.26000022888184,9.26000022888184,0.0,3.23000001907349,0.560000002384186,5.46999979019165,0.0,40,12,296,1092,2577,,,,,,,,55.0,144.0,81.79427842565597,44865.0,747.75,12:27:45
2022484408,2016-04-09,16267,12.5900001525879,12.5900001525879,0.0,5.75,0.469999998807907,6.36999988555908,0.0,44,16,302,1078,2811,,,,,,,,55.0,167.0,84.24339685723838,50815.0,846.9166666666666,14:06:55
2022484408,2016-04-10,10005,7.01999998092651,7.01999998092651,0.0,0.0799999982118607,1.04999995231628,5.90000009536743,0.0,1,23,339,1077,2458,,,,,,,,50.0,120.0,80.38854396154616,43775.0,729.5833333333334,12:09:35
2022484408,2016-04-11,10106,7.09000015258789,7.09000015258789,0.0,1.21000003814697,0.560000002384186,5.32999992370605,0.0,41,16,272,1111,2568,,,,,,,,46.0,153.0,81.60631834750912,41910.0,698.5,11:38:30
2022484408,2016-04-12,6717,4.71999979019165,4.71999979019165,0.0,3.23000001907349,0.219999998807907,1.26999998092651,0.0,41,5,67,551,1140,,,,,,,,52.0,134.0,75.80417700578991,42800.0,713.3333333333334,11:53:20
2026352035,2016-04-01,2605,1.62000000476837,1.62000000476837,0.0,0.0,0.0,1.62000000476837,0.0,0,0,166,729,1407,00:00:30,23:59:30,544.0,11277035330.0,514.0,29.0,1.0,,,,,,
2026352035,2016-04-02,1229,0.759999990463257,0.759999990463257,0.0,0.0,0.0,0.759999990463257,0.0,0,0,69,795,1237,00:00:30,23:59:00,575.0,11284341476.0,528.0,39.0,8.0,57.0,80.0,65.77904328018224,5410.0,90.16666666666667,01:30:10
2026352035,2016-04-03,2308,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.42999994754791,0.0,0,0,115,720,1330,00:00:00,23:59:00,605.0,11292296207.0,534.0,60.0,11.0,,,,,,
2026352035,2016-04-04,6679,4.1399998664856,4.1399998664856,0.0,0.0,0.0,4.1399998664856,0.0,0,0,263,644,1583,00:00:00,23:59:00,533.0,11301406079.0,493.0,36.0,4.0,,,,,,
2026352035,2016-04-05,5645,3.5,3.5,0.0,0.0,0.0,3.5,0.0,0,0,248,621,1538,00:00:00,23:59:00,571.0,11311687198.0,531.0,33.0,7.0,,,,,,
2026352035,2016-04-06,3180,1.97000002861023,1.97000002861023,0.0,0.0,0.0,1.97000002861023,0.0,0,0,185,738,1421,00:00:00,23:59:00,517.0,11320037853.0,465.0,48.0,4.0,,,,,,
2026352035,2016-04-07,2767,1.72000002861023,1.72000002861023,0.0,0.0,0.0,1.72000002861023,0.0,0,0,170,673,1392,00:00:00,23:59:00,597.0,11329844294.0,540.0,49.0,8.0,,,,,,
2026352035,2016-04-08,3762,2.32999992370605,2.32999992370605,0.0,0.0,0.0,2.32999992370605,0.0,0,0,173,719,1425,00:00:00,23:59:00,548.0,11339151633.0,521.0,23.0,4.0,,,,,,
2026352035,2016-04-09,3098,1.91999995708466,1.91999995708466,0.0,0.0,0.0,1.91999995708466,0.0,0,0,185,700,1413,00:00:00,23:59:00,555.0,11346096957.0,490.0,60.0,5.0,,,,,,
2026352035,2016-04-10,5142,3.19000005722046,3.19000005722046,0.0,0.0,0.0,3.19000005722046,0.0,0,0,230,654,1515,00:00:00,23:59:00,556.0,11353875518.0,504.0,52.0,0.0,,,,,,
2026352035,2016-04-11,3279,2.02999997138977,2.02999997138977,0.0,0.0,0.0,2.02999997138977,0.0,0,0,164,694,1405,00:00:00,23:59:00,582.0,11363540626.0,541.0,40.0,1.0,,,,,,
2026352035,2016-04-12,1019,0.629999995231628,0.629999995231628,0.0,0.0,0.0,0.629999995231628,0.0,0,0,64,223,600,00:00:00,23:59:00,542.0,11372566564.0,504.0,33.0,5.0,,,,,,
2320127002,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,,,,,,,,,,,,,
2320127002,2016-04-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,,,,,,,,,,,,,
2320127002,2016-04-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,,,,,,,,,,,,,
2320127002,2016-04-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,,,,,,,,,,,,,
2320127002,2016-04-05,4931,3.3199999332428,3.3199999332428,0.0,0.0,0.0,3.3199999332428,0.0,0,0,175,1265,1708,,,,,,,,,,,,,
2320127002,2016-04-06,6999,4.71999979019165,4.71999979019165,0.0,0.0,0.0,4.71999979019165,0.0,0,0,320,1120,1950,,,,,,,,,,,,,
2320127002,2016-04-07,1846,1.24000000953674,1.24000000953674,0.0,0.0,0.0,1.24000000953674,0.0,0,0,93,1347,1508,,,,,,,,,,,,,
2320127002,2016-04-08,3417,2.29999995231628,2.29999995231628,0.0,0.0,0.0,2.29999995231628,0.0,0,0,153,1287,1625,,,,,,,,,,,,,
2320127002,2016-04-09,4863,3.27999997138977,3.27999997138977,0.0,0.0599999986588955,0.419999986886978,2.79999995231628,0.0,1,11,208,1220,1772,,,,,,,,,,,,,
2320127002,2016-04-10,2277,1.52999997138977,1.52999997138977,0.0,0.0,0.0,1.52999997138977,0.0,0,0,103,1337,1530,,,,,,,,,,,,,
2320127002,2016-04-11,11230,7.67000007629395,7.67000007629395,0.0,0.889999985694885,0.119999997317791,6.65999984741211,0.0,10,2,390,1038,2206,,,,,,,,,,,,,
2320127002,2016-04-12,2098,1.4099999666214,1.4099999666214,0.0,0.0,0.0,1.4099999666214,0.0,0,0,69,617,790,,,,,,,,,,,,,
2347167796,2016-03-29,10272,6.78999996185303,6.78999996185303,0.0,0.159999996423721,3.11999988555908,3.5,0.0,2,58,208,700,2041,00:00:00,23:59:00,472.0,11248231995.0,422.0,45.0,5.0,53.0,135.0,71.26422038813294,83975.0,1399.5833333333333,23:19:35
2347167796,2016-03-30,10533,7.09999990463257,7.09999990463257,0.0,1.76999998092651,2.05999994277954,3.26999998092651,0.0,21,35,255,615,2187,00:00:00,23:59:00,514.0,11258976452.0,472.0,35.0,7.0,51.0,161.0,72.8351946221403,84935.0,1415.5833333333333,23:35:35
2347167796,2016-03-31,6760,4.46999979019165,4.46999979019165,0.0,0.0,0.0,4.46999979019165,0.0,0,0,250,613,1929,00:00:00,23:59:00,577.0,11267974466.0,517.0,54.0,6.0,51.0,125.0,70.71195714122877,83325.0,1388.75,23:08:45
2347167796,2016-04-01,8328,5.51000022888184,5.51000022888184,0.0,0.0,2.0,3.5,0.0,0,33,212,804,1935,00:00:00,06:30:00,391.0,11277129330.0,374.0,15.0,2.0,53.0,104.0,69.23438047413289,77955.0,1299.25,21:39:15
2347167796,2016-04-02,15459,10.2200002670288,10.2200002670288,0.0,3.58999991416931,0.810000002384186,5.82000017166138,0.0,51,16,327,583,2438,00:42:30,23:59:00,463.0,11285072012.0,417.0,36.0,10.0,58.0,148.0,81.77557003257328,80980.0,1349.6666666666667,22:29:40
2347167796,2016-04-03,7485,4.94999980926514,4.94999980926514,0.0,0.0,0.0,4.94999980926514,0.0,0,0,324,491,2035,00:00:00,23:59:30,625.0,11293635171.0,579.0,31.0,15.0,54.0,129.0,75.25428871513596,79125.0,1318.75,21:58:45
2347167796,2016-04-04,10254,6.80000019073486,6.80000019073486,0.0,1.41999995708466,1.23000001907349,4.15999984741211,0.0,21,25,231,638,2099,00:00:30,23:59:30,525.0,11300667700.0,472.0,47.0,6.0,54.0,140.0,75.46544715447155,81220.0,1353.6666666666667,22:33:40
2347167796,2016-04-05,10114,6.82000017166138,6.82000017166138,0.0,1.63999998569489,0.479999989271164,4.67999982833862,0.0,18,9,269,696,2096,00:00:30,23:59:00,448.0,11311123755.0,395.0,44.0,9.0,54.0,182.0,75.66260120938813,86355.0,1439.25,23:59:15
2347167796,2016-04-06,11107,7.34000015258789,7.34000015258789,0.0,0.899999976158142,2.75999999046326,3.6800000667572,0.0,14,46,196,759,2058,00:00:00,07:04:00,425.0,11320376027.0,372.0,48.0,5.0,51.0,152.0,74.52076640660853,79540.0,1325.6666666666667,22:05:40
2347167796,2016-04-07,10320,6.84999990463257,6.84999990463257,0.0,0.680000007152557,1.23000001907349,4.94000005722046,0.0,15,32,315,1002,2338,22:44:00,23:59:00,76.0,11338843959.0,70.0,2.0,4.0,53.0,165.0,86.9734328358209,59695.0,994.9166666666666,16:34:55
2347167796,2016-04-08,10209,6.75,6.75,0.0,0.159999996423721,0.349999994039536,6.23000001907349,0.0,2,6,316,711,2104,00:00:00,06:44:00,405.0,11338843959.0,380.0,25.0,0.0,55.0,157.0,75.92332093633779,81980.0,1366.3333333333333,22:46:20
2347167796,2016-04-09,16081,10.6300001144409,10.6300001144409,0.0,1.25,1.82000005245209,7.55999994277954,0.0,16,32,401,970,2488,23:39:30,23:59:30,21.0,11355159359.0,18.0,2.0,1.0,59.0,138.0,86.63271344040575,57490.0,958.1666666666666,15:58:10
2347167796,2016-04-10,10078,6.82999992370605,6.82999992370605,0.0,1.01999998092651,0.119999997317791,5.69000005722046,0.0,12,3,303,463,2164,00:00:30,23:59:00,659.0,11355159359.0,601.0,48.0,10.0,58.0,160.0,80.26861063464837,82680.0,1378.0,22:58:00
2347167796,2016-04-11,10001,6.6100001335144,6.6100001335144,0.0,0.330000013113022,2.9300000667572,3.35999989509583,0.0,5,52,196,788,2009,00:00:00,06:38:00,399.0,11363107879.0,353.0,43.0,3.0,54.0,138.0,72.79177468772095,78190.0,1303.1666666666667,21:43:10
2347167796,2016-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,425,399,22:05:00,23:59:00,115.0,11385457746.0,107.0,6.0,2.0,57.0,172.0,86.08233377758033,59910.0,998.5,16:38:30
2873212765,2016-04-01,890,0.600000023841858,0.600000023841858,0.0,0.0,0.0,0.600000023841858,0.0,0,0,41,1399,1335,,,,,,,,,,,,,
2873212765,2016-04-02,2214,1.49000000953674,1.49000000953674,0.0,0.0,0.0,1.49000000953674,0.0,0,0,197,1243,1559,,,,,,,,,,,,,
2873212765,2016-04-03,7640,5.13000011444092,5.13000011444092,0.0,0.189999997615814,0.800000011920929,4.15000009536743,0.0,3,15,315,1107,1845,,,,,,,,,,,,,
2873212765,2016-04-04,9713,6.53000020980835,6.53000020980835,0.0,0.340000003576279,0.889999985694885,5.28999996185303,0.0,6,24,355,1055,2046,,,,,,,,,,,,,
2873212765,2016-04-05,8432,5.67000007629395,5.67000007629395,0.0,0.0,0.0,5.65000009536743,0.0099999997764825,0,0,374,1066,1953,,,,,,,,,,,,,
2873212765,2016-04-06,7350,4.94000005722046,4.94000005722046,0.0,0.0,0.0,4.94000005722046,0.0,0,0,382,1058,1910,,,,,,,,,,,,,
2873212765,2016-04-07,9353,6.30999994277954,6.30999994277954,0.0,0.370000004768372,0.689999997615814,5.23999977111816,0.0,5,17,363,1055,2035,,,,,,,,,,,,,
2873212765,2016-04-08,7157,4.80999994277954,4.80999994277954,0.0,0.0,0.0,4.80999994277954,0.0,0,0,380,1060,1944,,,,,,,,,,,,,
2873212765,2016-04-09,14103,9.5600004196167,9.5600004196167,0.0,3.01999998092651,0.409999996423721,6.1399998664856,0.0099999997764825,46,8,288,1098,2257,,,,,,,,,,,,,
2873212765,2016-04-10,5290,3.54999995231628,3.54999995231628,0.0,0.0399999991059303,0.340000003576279,3.17000007629395,0.0,1,8,251,1180,1724,,,,,,,,,,,,,
2873212765,2016-04-11,7497,5.03999996185303,5.03999996185303,0.0,0.0,0.0,5.03999996185303,0.0,0,0,357,882,1741,,,,,,,,,,,,,
2873212765,2016-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,,,,,,,,,,,,,
2891001357,2016-03-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,,,,,,,,,,,,,
